,vote_average,vote_count,release_date,revenue,runtime,adult,budget,original_language,popularity,genres,production_companies,production_countries,spoken_languages,keywords,profit,profit_perc,profitable,profitable_perc,January,February,March,April,May,June,July,August,September,October,November,December,Winter_release,Spring_release,Summer_release,Autumn_release,Drama,Comedy,Romance,Action,Crime,Thriller,Horror,Adventure,Science Fiction,In_English
9642,7.301,269,1935-08-29,3202000,101,False,609000,en,12.266,"Comedy, Music, Romance",RKO Radio Pictures,United States of America,"English, Italian","dancing, dance, london, england, venice, italy, mistaken identity, musical, tap dancing, stage show, based on play or musical, fashion designer, singing, black and white, fashion, valet, rapier, song and dance",2593000,0.8098063710181137,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
9643,6.2,269,2018-10-31,29152618,110,False,19000000,en,19.26,"Comedy, Romance","Paramount Players, BET Films, Tyler Perry Studios",United States of America,English,"depression, coffee shop, relationship problems, parole, ex-con, advertising agency, alcoholics anonymous, sister sister relationship, cat-fished",10152618,0.3482575046947756,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
9647,5.4,269,2018-01-26,4537,110,False,13000000,en,20.352,"Action, Drama","Our House Films, Head Gear Films, Metrol Technology",United States of America,English,,-12995463,-2864.3295128939826,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
9648,6.039,269,1988-10-07,32155047,91,False,16000000,en,8.887,"Science Fiction, Crime, Thriller","American Entertainment Partners II L.P., 20th Century Fox",United States of America,English,"delinquency, cop, alien invasion",16155047,0.5024109279019247,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1
9652,5.738,269,2006-09-10,9450897,125,False,55000000,en,11.964,"Drama, Thriller","Relativity Media, Phoenix Pictures, VIP 4 Medienfonds, Rising Star, Columbia Pictures",United States of America,English,"journalist, governor, corruption, based on novel or book, politics, blackmail, bodyguard, manipulation, louisiana, scandal, tragedy, mistress, aristocrat",-45549103,-4.819553424399822,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
9661,7.132,269,2012-03-08,16000000,122,False,1200000,hi,7.815,"Mystery, Thriller","Viacom18 Studios, Pen Studios, Bound Script Production",India,"Bengali, Hindi, English","investigation, police corruption, india, missing husband, nerve gas",14800000,0.925,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
9663,6.684,269,2002-07-03,16426471,74,False,11000000,en,15.775,"Animation, Action, Family","Cartoon Network Studios, Village Roadshow Pictures, Warner Bros. Pictures","United Kingdom, United States of America",English,"martial arts, experiment, professor, superhero, cartoon, kindergarten, sister, prequel, female protagonist, monkey, urban setting, super power, heroine, super villain, good versus evil, based on tv series",5426471,0.33034916629384364,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
9664,6.97,269,2004-12-04,12000000,125,False,19500000,ja,18.451,"Action, Adventure, Science Fiction, Fantasy, Thriller",TOHO,Japan,"Japanese, English, Cantonese","monster, giant monster, scientist, gojira, rodan, kaiju, ghidora, godzilla",-7500000,-0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0
9668,6.8,268,2019-05-09,143837,93,False,4000000,en,14.05,"Drama, Action, Crime, Thriller","Dream Team Films, Premiere Picture, Signature Pictures, Dog with a Bone Productions, Zone Vision","Bulgaria, United States of America",English,,-3856163,-26.809256310963104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1
9672,7.271,268,1963-05-28,10000000,112,False,2500000,en,14.327,"Western, Drama",Paramount,United States of America,English,"based on novel or book, rodeo, texas, ranch, alcoholism, rebellious youth, housekeeper, neo-western, hero worship",7500000,0.75,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
9673,6.112,268,1994-06-03,24332324,128,False,40000000,en,8.755,"Comedy, Drama","Cinergi Pictures Entertainment, Touchstone Pictures","Canada, United States of America",English,"vietnam veteran, commercial, advertising expert, soldier, unemployment, woman director, teachers and students",-15667676,-0.6439038046674046,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
9680,5.735,268,2005-04-20,11875866,128,False,24000000,fr,12.278,Action,"Gaumont, Kairos, Canal+, TF1 Films Production",France,French,"amnesia, intelligence, psychology, memory loss, turkish mafia",-12124134,-1.0209052544041841,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9684,5.759,268,2008-01-17,69564,93,False,11500000,en,18.006,"Comedy, Crime","Yari Film Group, Vertigo Entertainment",United States of America,English,,-11430436,-164.31539301937784,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
9687,5.784,268,2015-12-31,318155,97,False,350000,tr,15.869,"Horror, Crime, Thriller, Mystery","XYZ Films, Film Colony, Mo Film",Turkey,Turkish,"cop, remake, madness",-31845,-0.10009272210086279,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
9688,6.306,268,2016-08-25,1016985,88,False,3800000,en,10.804,"Comedy, Drama, Romance","Sunday Night, Sycamore Pictures, Groundswell Productions, Fancy Film Post Services",United States of America,English,"comedian, family relationships",-2783015,-2.736534953809545,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1
9696,7.204,267,1999-12-25,13042112,145,False,50000000,en,13.149,Drama,"Universal Pictures, Paramount, PolyGram Filmed Entertainment, David Brown Productions, Dirty Hands Productions, Scott Rudin Productions","Ireland, United Kingdom, United States of America",English,"emigration, irish-american, hunger, socially deprived family, rain, famine, alcoholism, poverty, based on memoir or autobiography, ireland, brooklyn, new york city, alcoholic father, dead children, irish catholic, 1930s, life in the slums, drunkard, children in need, limerick, rainy setting",-36957888,-2.833734904285441,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
9697,6.331,267,2011-09-30,46495,150,False,14000000,en,13.924,Drama,"Fox Searchlight Pictures, Gilbert Films, Scott Rudin Productions, Mirage Enterprises",United States of America,English,"new york city, police, truth, bus, investigation, witness, teacher, road accident, relationship, family, mother daughter relationship",-13953505,-300.10764598343906,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
9701,6.24,267,2005-10-27,541840,100,False,14000000,en,9.075,"Comedy, Crime, Drama","Rising Star, Capitol Films, Ascendant Pictures, Film & Entertainment VIP Medienfonds 2 GmbH & Co. KG","Canada, Germany, New Zealand, United States of America",English,"hitman, businessman, kidnapping, dark comedy, insurance fraud, murder, tourette syndrome, alaska, life insurance, insurance, insurance agent, frozen body",-13458160,-24.837885722722575,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1
9702,4.5,267,2007-12-17,5410749,93,False,38000000,en,29.23,"Adventure, Action, Comedy, Romance","Zephyr Films, Carthago Films, Dino De Laurentiis Company, Dino de Laurentiis Cinematografica, Red Lion, Ingenious Media","Luxembourg, Italy, France, United Kingdom","Russian, English","tuscany, italy, black death, plague, 14th century",-32589251,-6.023057251408262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1
9708,7.039,267,2004-07-04,3764219,117,False,4500000,de,15.44,Drama,"Seven Pictures, Olga Film GmbH, Constantin Film, ARD",Germany,German,"transporter, nazi, boarding school, elite unit, gay interest, children in wartime",-735781,-0.19546710751951468,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9709,7.62,267,2022-08-03,19200000,140,False,18052672,ko,33.35,"Action, Drama, Mystery, Thriller","CJeS Studios, MAGNUM9, Cine Joo, Dexter Studios, Showbox",South Korea,"English, Japanese, Korean","airplane, pilot, emergency landing, flight, airplane hijacking, aviation, terrorism, hijack, flight attendant, microbiology, bio terrorism, enclosed space",1147328,0.059756666666666666,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
9714,5.442,267,1989-01-13,8143225,105,False,8000000,en,10.627,"Action, Horror, Thriller, Science Fiction","TriStar Pictures, Carolco Pictures",United States of America,English,"sea, ocean, deep sea, water monster, scuba diving, scuba, trapped underwater ",143225,0.01758824053123916,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1
9715,4.764,267,2016-04-01,9097072,90,False,900000,en,13.008,"Comedy, Horror","Hidden Empire Film, Freestyle Releasing",United States of America,English,"parody, spoof, horror spoof, home invasion, family, new home, beverly hills, purge, horror parody",8197072,0.901067068612846,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
9717,5.438,267,1986-01-17,24159872,117,False,18000000,en,9.218,Action,"TriStar Pictures, Delphi Films, Falcon's Flight","Canada, Israel, United States of America",English,"rescue, government, airplane, general, parent child relationship, dictator, missile, cold war, patriotism, pilot, u.s. air force, colonel, aerial combat, execution, desert, radical, oil refinery, behind enemy lines, military, air force base, warplane",6159872,0.2549629402010077,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9719,5.245,267,2018-12-27,8769486,98,False,8772289,it,8.27,"Family, Comedy, Fantasy","3 Marys Entertainment, Lucky Red, Morena Films, RAI Cinema, Bartlebyfilm","Italy, Spain",Italian,,-2803,-0.0003196310479314295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9722,5.515,266,2008-07-22,1415804,105,False,10000000,en,10.173,"Horror, Thriller","Grand Illusions Entertainment, Film Visions Funding, New Deal Studios, 100 Feet Productions, Laurinfilm, Blue Rider Pictures",United States of America,English,"haunting, house arrest, vengeful ghost",-8584196,-6.063124556788934,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
9733,7.105,266,1954-10-01,4335968,176,False,5019770,en,17.493,"Drama, Music, Romance","Transcona Enterprises, Warner Bros. Pictures",United States of America,English,"career, husband wife relationship, musical, alcoholism, remake, fame, los angeles, california, rising star, partially lost film, fading star",-683802,-0.15770457715555097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
9735,5.476,266,2007-12-05,10000,87,False,10000,en,10.297,"Horror, Thriller","Odyssey Entertainment, Isle of Man Film Commission, Stan Winston Productions, SWFX","United States of America, United Kingdom",English,"ice hockey, parallel world",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
9739,6.615,266,1994-11-30,4221036,104,False,2000000,en,12.615,"Drama, Mystery","Alliance Entertainment, Ego Film Arts, Miramax",Canada,"Hebrew, English","nightclub, pet shop, unhappiness",2221036,0.5261826717421979,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
9741,6.1,266,1992-12-04,83000000,112,False,50000000,en,10.675,Comedy,Hollywood Pictures,United States of America,English,"businessman, greed, falling in love, bribery",33000000,0.39759036144578314,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
9747,3.66,265,2008-10-02,743,95,False,30000000,en,9.452,"Action, Science Fiction, Thriller","Brightlight Pictures, Boll KG, Far Cry Productions, Splendid Film","Canada, Germany",English,based on video game,-29999257,-40375.85060565276,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
9748,6.862,265,1993-10-08,12700000,254,False,25000000,en,13.067,"Drama, History, War","TriStar Television, Esparza / Katz Productions, New Line Cinema, Turner Pictures (I)",United States of America,English,"army, civil war, independence, troops, battle, union soldier, confederate soldier, american civil war, battle of gettysburg, early america",-12300000,-0.968503937007874,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
9751,7.136,265,2021-04-02,13000000,95,False,20000000,zh,13.473,"Animation, Action, Fantasy, Family",星皓影业有限公司,China,Mandarin,"kung fu, animation",-7000000,-0.5384615384615384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9752,7.675,265,2017-06-21,19030780,83,False,3000000,fr,10.153,"Family, Animation, Comedy","Folivari, Panique!, StudioCanal, RTBF, BeTV, Brilliant Casting","Belgium, France","Mandarin, French","duck, santa claus, chimney, fireplace",16030780,0.8423606389228397,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
9753,5.6,265,2012-03-28,1653792,91,False,8000000,en,7.608,"Comedy, Drama, Romance","Tempête Sous Un Crâne Productions, Senator Film, Focus Features","France, Germany, Belgium","English, French, Italian","new york city, photographer, parisian, photo exhibition, rudeness, photo exhibit, rude frenchman, art critic, radio host, food smuggling, woman director",-6346208,-3.83736769799346,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1
9754,5.534,265,1994-05-06,11798854,93,False,20000000,en,14.158,"Family, Adventure, Action, Comedy","TriStar Pictures, Sheen Productions, Leeds/Ben-Ami Productions","Japan, United States of America",English,"underdog, friendship, hero, sibling relationship, treasure hunt, rivalry, friends, revenge, escapade, young heroes, vigilantism, heroic mission, buddies, master villain, master warrior, contests and competitions",-8201146,-0.6950798780966355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
9755,6.492,265,2002-11-22,27674124,101,False,30000000,en,10.743,"Romance, Thriller, Drama","Mirage Enterprises, IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG, Giai Phong Film Studio, Saga Pictures, Miramax","Australia, Germany, United Kingdom, United States of America, Vietnam","English, French, Vietnamese","vietnam war, journalist, based on novel or book, love triangle, lover (female), saigon, indochina, 1950s, indochina war, ho chi minh",-2325876,-0.08404515351597037,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
9759,4.542,265,2012-02-14,8315,102,False,2500000,en,15.945,Drama,"Enderby Entertainment, Gordon Bijelonic / Datari Turner Films",United States of America,English,porn industry,-2491685,-299.6614552014432,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
9765,6.983,265,1962-11-08,13680000,185,False,19000000,en,16.368,"Adventure, Drama, History","Arcola Pictures, Metro-Goldwyn-Mayer",United States of America,"English, French, Dutch, Samoan","exotic island, mutiny, captain, heart-throb, tahiti, import, 18th century, high seas, mutiny on the bounty",-5320000,-0.3888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
9766,6.462,265,2011-09-01,868439,119,False,15000000,en,9.657,"Drama, Romance","Semtex Films, IM Global",United Kingdom,"Russian, English, French","auction, beating, bathtub, clothes, woman director",-14131561,-16.272370310407524,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
9767,7.0,265,2022-11-04,6999027,102,False,10000000,en,15.601,Drama,"Number 9 Films, Film4 Productions, County Hall Arts, Lipsync Productions, RocketScience, Kurosawa Production, Filmgate Films, Film i Väst, Woolley/Karlsen Productions","Japan, Sweden, United Kingdom",English,"london, england, terminal illness, remake, period drama, post world war ii, 1950s",-3000973,-0.4287700276052657,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
9771,7.1,264,2012-06-28,32726956,93,False,12000000,en,16.607,"Documentary, Music","Imagine Entertainment, MTV Films, Insurge Pictures, Paramount",United States of America,English,woman director,20726956,0.6333297847804727,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9772,5.85,264,2019-03-08,1561698,100,False,8000000,en,12.471,"Western, Drama, Action","Suretone Pictures, Mimran Schur Pictures",United States of America,English,"sheriff, posse, outlaw gang, 19th century, pat garrett, new mexico territory, brother sister relationship",-6438302,-4.122629343189272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
9774,4.481,264,2019-08-30,3153,89,False,18000000,en,11.053,"Crime, Thriller","Daniel Grodnik Productions, Fig Production Group, Media Finance Capital, Pretzel Fang Productions, Wonderfilm Media, Oscar Generale Productions",United States of America,"English, Spanish","mentally disabled, autograph, fan, bully, murder, stalking, hollywood, mentally handicapped man, book signing",-17996847,-5707.848715509039,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
9776,6.837,264,2006-10-20,21000000,95,False,15000000,en,11.278,"Family, Drama","Fox 2000 Pictures, Zucker/Netter Productions",United States of America,English,horse,6000000,0.2857142857142857,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
9778,5.3,264,1999-10-08,30636478,82,False,14000000,en,11.536,Comedy,"SNL Studios, Paramount, Broadway Pictures",United States of America,English,,16636478,0.5430284120779157,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
9780,6.515,264,1976-06-17,36145695,87,False,4400000,en,11.255,Comedy,Crossbow Productions,United States of America,French,"screenplay, stuntman, slapstick comedy, mime, hollywood, silent film",31745695,0.878270427501809,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
9784,6.1,264,2014-05-14,1448076,119,False,3000000,en,12.92,Drama,"Myriad Pictures, Unison Films, Kim and Jim Productions, Division Films, Dreambridge Films",United States of America,English,"new york city, loss of loved one, couple",-1551924,-1.071714468025159,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
9789,6.593,264,1960-07-20,1450000,79,False,270000,en,6.914,"Horror, Drama","Alta Vista Productions, American International Pictures",United States of America,English,"curse, mansion, new england, old house, based on short story, 19th century",1180000,0.8137931034482758,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
9790,5.313,264,2019-04-05,44652,72,False,30000,en,9.126,"Horror, Fantasy","Brayne Studios, Detention Films",United States of America,English,"monster, grave, castle, woods, revenge, grief, snow, severed head, potion, hunt, medieval, alchemy, dark fantasy, warrior",14652,0.3281375974200484,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
9793,6.663,264,1995-10-06,24147179,119,False,10000000,en,17.014,"Action, Crime","Caravan Pictures, Underworld Entertainment, Hollywood Pictures",United States of America,English,"vietnam, drug abuse, post-traumatic stress disorder (ptsd), war veteran, redemption, loss of virginity, heist, money, revolutinoary, mercy killing, armored truck, bronx, new york city, medic, 1960s",14147179,0.5858729502108714,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
9794,6.091,264,1995-02-16,46576136,89,False,12000000,en,13.462,"Family, Comedy","Paramount, Sherwood Schwartz Productions",United States of America,English,"supermarket, house, woman director",34576136,0.7423573308013357,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
9797,6.727,264,1980-01-22,7206220,113,False,4500000,en,10.85,"Drama, War","Lorimar Productions, United Artists",United States of America,"English, Italian, French, German","sicily, italy, africa, concentration camp, world war ii, omaha beach, infantry, d-day, sergeant, hospital, anti war, u.s. army",2706220,0.3755394645181524,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
